head	relation	tail
/m/01rrwf6	/people/person/profession	/m/018gz8
/m/0fbtbt	/award/award_category/winners./award/award_honor/award_winner	/m/03wbzp
/m/05b6rdt	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/0fgpvf	/film/film/film_format	/m/0cj16
/m/030qb3t	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/028kb
/m/02q_cc	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/016dmx
/m/06ylv0	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/0ch26b_	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/01n7q	/location/location/contains	/m/0r4wn
/m/03bx2lk	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07t21
/m/05ldnp	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/08fn5b
/m/037gjc	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0g60z
/m/01tj34	/people/person/languages	/m/064_8sq
/m/0jgd	/location/statistical_region/religions./location/religion_percentage/religion	/m/05sfs
/m/02v2jy	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gkvb7
/m/02hsq3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0581vn8
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/01tx9m
/m/014g_s	/film/actor/film./film/performance/film	/m/0gwlfnb
/m/02jp5r	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/011ypx
/m/02hgm4	/award/award_category/winners./award/award_honor/ceremony	/m/0jzphpx
/m/01cycq	/film/film/other_crew./film/film_crew_gig/crewmember	/m/0284n42
/m/0cp0t91	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/026t6	/music/instrument/instrumentalists	/m/02mx98
/m/03gwpw2	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/025jfl
/m/01l4zqz	/music/artist/track_contributions./music/track_contribution/role	/m/06ncr
/m/0680x0	/music/performance_role/track_performances./music/track_contribution/role	/m/0319l
/m/02z6fs	/education/educational_institution_campus/educational_institution	/m/02z6fs
/m/07yk1xz	/film/film/film_format	/m/0cj16
/m/05sq20	/award/award_nominee/award_nominations./award/award_nomination/award	/m/026mfs
/m/01h910	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01rcmg
/m/013h9	/location/hud_county_place/place	/m/013h9
/m/08ns5s	/sports/sports_position/players./sports/sports_team_roster/team	/m/06rpd
/m/0sx8l	/olympics/olympic_games/participating_countries	/m/0d0vqn
/m/0gg9_5q	/organization/organization_founder/organizations_founded	/m/054lpb6
/m/04mp75	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/0xhtw	/music/genre/artists	/m/0134pk
/m/01938t	/people/person/place_of_birth	/m/0cr3d
/m/0cr3d	/location/location/contains	/m/03bmmc
/m/02x8fs	/film/film/story_by	/m/01pjr7
/m/04fzk	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/m/06fc0b
/m/0161sp	/people/person/profession	/m/0dz3r
/m/07s9rl0	/media_common/netflix_genre/titles	/m/06t6dz
/m/01gvyp	/people/person/gender	/m/02zsn
/m/02w7gg	/people/ethnicity/people	/m/0yxl
/m/04yqlk	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0g60z
/m/05qd_	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0kx4m
/m/059kh	/music/genre/artists	/m/07h76
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0dr_4
/m/024_41	/award/award_category/winners./award/award_honor/ceremony	/m/01bx35
/m/0l14md	/music/performance_role/regular_performances./music/group_membership/group	/m/02vnpv
/m/0126t5	/music/genre/artists	/m/0p76z
/m/03x762	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/02vjzr	/music/genre/artists	/m/067nsm
/m/04s9n	/people/person/profession	/m/066dv
/m/09d11	/medicine/disease/risk_factors	/m/0cycc
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/05znxx
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/student	/m/06n7h7
/m/01_0f7	/film/film/genre	/m/06l3bl
/m/050ks	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/m/034x61
/m/04njml	/award/award_category/winners./award/award_honor/award_winner	/m/01_x6v
/m/02m77	/sports/sports_team_location/teams	/m/017znw
/m/04mp8g	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/06pj8	/film/director/film	/m/04sh80
/m/0mmpz	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/04wlz2	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	/m/03z19
/m/07tcs	/base/biblioness/bibs_location/country	/m/0d0vqn
/m/01gkmx	/film/actor/film./film/performance/special_performance_type	/m/01pb34
/m/02760sl	/award/award_winner/awards_won./award/award_honor/award_winner	/m/026dg51
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/0425hg
/m/06s_2	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/09r94m	/award/award_winning_work/awards_won./award/award_honor/award	/m/02w_6xj
/m/0mnz0	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0fgpvf
/m/06q5t7	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/05ty4m
/m/02822	/education/field_of_study/students_majoring./education/education/student	/m/02rmfm
/m/0l15f_	/music/instrument/family	/m/0l14j_
/m/040db	/influence/influence_node/influenced_by	/m/03jxw
/m/0134pk	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05zkcn5
/m/03ckfl9	/music/genre/artists	/m/01k3qj
/m/01t07j	/people/person/profession	/m/0dgd_
/m/0bkf72	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03772
/m/016zfm	/tv/tv_program/genre	/m/04t36
/m/06jz0	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05f4m9q
/m/0ytph	/location/hud_county_place/place	/m/0ytph
/m/088_kf	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/03x6w8	/sports/sports_team/colors	/m/083jv
/m/05zjtn4	/education/educational_institution/colors	/m/083jv
/m/0xhtw	/music/genre/artists	/m/013rfk
/m/06ncr	/music/performance_role/regular_performances./music/group_membership/group	/m/0qmpd
/m/0xjl2	/music/genre/artists	/m/013rfk
/m/09lcsj	/film/film/genre	/m/01jfsb
/m/01nrz4	/people/person/profession	/m/039v1
/m/02nx2k	/film/film/production_companies	/m/016tw3
/m/018ygt	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0h27vc
/m/0h53p1	/people/person/profession	/m/03gjzk
/m/0175wg	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/09y20
/m/04kr63w	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/06vsbt
/m/04ych	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/m/01l2fn
/m/02nvg1	/education/educational_institution/colors	/m/083jv
/m/03772	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0fbtbt
/m/059j4x	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/0hz55
/m/01_rh4	/film/actor/film./film/performance/film	/m/0m5s5
/m/07z6xs	/film/film/country	/m/0345h
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/011ydl
/m/03hr1p	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/06npd
/m/05qd_	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0bmpm
/m/01qdhx	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/07h34
/m/0c9xjl	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/0j6b5	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03spz
/m/043vc	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/09f2j
/m/045c7b	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/0chghy
/m/02qdgx	/music/genre/artists	/m/0cg9y
/m/0h69c	/sports/sports_league/teams./sports/sports_league_participation/team	/m/061xq
/m/0cqhk0	/award/award_category/winners./award/award_honor/award_winner	/m/0h27vc
/m/0163v	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/09n48
/m/07l4z	/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	/m/027pwzc
/m/0dcz8_	/film/film/genre	/m/01jfsb
/m/016tw3	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/045j3w
/m/025jfl	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02d49z
/m/07z5n	/organization/organization_member/member_of./organization/organization_membership/organization	/m/041288
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/03hdz8
/m/03f2_rc	/film/director/film	/m/043n1r5
/m/04kd5d	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/0421v9q	/film/film/genre	/m/05p553
/m/05c5z8j	/film/film/genre	/m/0cshrf
/m/03bmmc	/education/educational_institution_campus/educational_institution	/m/03bmmc
/m/03_kl4	/business/business_operation/industry	/m/020mfr
/m/03y_46	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01tspc6
/m/07s9rl0	/media_common/netflix_genre/titles	/m/08tq4x
/m/07sbbz2	/music/genre/artists	/m/020_4z
/m/051wwp	/people/person/profession	/m/02jknp
/m/05b3ts	/sports/sports_position/players./sports/sports_team_roster/team	/m/043vc
/m/0hkqn	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	/m/03w5xm
/m/04t36	/media_common/netflix_genre/titles	/m/01rnly
/m/0bmpm	/film/film/genre	/m/04t36
/m/03q4hl	/tv/tv_program/genre	/m/0hcr
/m/07z542	/award/award_nominee/award_nominations./award/award_nomination/award	/m/025m98
/m/091xrc	/film/film/genre	/m/04t2t
/m/018dyl	/music/group_member/membership./music/group_membership/role	/m/01vj9c
/m/0dq_5	/organization/role/leaders./organization/leadership/organization	/m/02p8454
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/095zlp
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/03_3z4
/m/05vjt6	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/05ty4m	/people/person/profession	/m/02krf9
/m/03ckfl9	/music/genre/artists	/m/0lzkm
/m/08zrbl	/award/award_winning_work/awards_won./award/award_honor/award	/m/099ck7
/m/08vr94	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05p92jn
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/075q_
/m/0jhjl	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01mkq
/m/01pgk0	/people/person/places_lived./people/place_lived/location	/m/0106dv
/m/0gxtknx	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/077qn
/m/01gj8_	/people/person/places_lived./people/place_lived/location	/m/09c6w
/m/04wp63	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0jqn5
/m/02m4yg	/education/educational_degree/people_with_this_degree./education/education/institution	/m/02301
/m/019pm_	/people/person/spouse_s./people/marriage/spouse	/m/01z7s_
/m/02ylg6	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/0215hd
/m/02pk6x	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/02k856	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
/m/0d0x8	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/07h34
/m/027dpx	/people/person/profession	/m/0dz3r
/m/0dclg	/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	/m/01t032
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/01xn5th
/m/0l14md	/music/performance_role/regular_performances./music/group_membership/group	/m/012vm6
/m/0gyy53	/film/film/genre	/m/07s9rl0
/m/04v7k2	/people/person/religion	/m/0c8wxp
/m/0kq39	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/0690dn	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/026dg51	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/04gtdnh
/m/02y8z	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0h3y
/m/027ht3n	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05y5kf
/m/043vc	/american_football/football_team/current_roster./sports/sports_team_roster/position	/m/04nfpk
/m/02sgy	/music/performance_role/track_performances./music/track_contribution/role	/m/028tv0
/m/01vwllw	/film/actor/film./film/performance/film	/m/0gwgn1k
/m/02vx4	/sports/sport/pro_athletes./sports/pro_sports_played/athlete	/m/026kmvf
/m/02vx4	/sports/sport/pro_athletes./sports/pro_sports_played/athlete	/m/02y0dd
/m/07t58	/government/governmental_body/members./government/government_position_held/legislative_sessions	/m/04h1rz
/m/0l14j_	/music/instrument/instrumentalists	/m/018dyl
/m/04n2r9h	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/02w9k1c
/m/035sc2	/people/person/profession	/m/02jknp
/m/0xhtw	/music/genre/artists	/m/020_4z
/m/01k7xz	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/03g3w
/m/018vs	/music/performance_role/regular_performances./music/group_membership/group	/m/09jm8
/m/0p03t	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0p0fc
/m/02jtjz	/film/actor/film./film/performance/film	/m/03k8th
/m/08433	/people/person/places_lived./people/place_lived/location	/m/04ych
/m/06t61y	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02k6rq
/m/01zc2w	/education/field_of_study/students_majoring./education/education/student	/m/01v_pj6
/m/05fly	/location/administrative_division/country	/m/0chghy
/m/0127m7	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05zr6wv
/m/01q460	/education/educational_institution/colors	/m/01g5v
/m/016jny	/music/genre/artists	/m/01309x
/m/02p8v8	/people/person/profession	/m/04gc2
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0778p
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	/m/029g_vk
/m/02k856	/music/performance_role/track_performances./music/track_contribution/role	/m/0319l
/m/0g5qs2k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07t21
/m/0yx1m	/film/film/genre	/m/05p553
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/04h54p
/m/033tf_	/people/ethnicity/people	/m/01r4bps
/m/02sgy	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
/m/09qj50	/award/award_category/winners./award/award_honor/award_winner	/m/04nw9
/m/016ppr	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01d38g
/m/0lgxj	/olympics/olympic_games/participating_countries	/m/06mkj
/m/02gx2x	/people/ethnicity/geographic_distribution	/m/01vfwd
/m/02vxq9m	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rj0
/m/0cc97st	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d060g
/m/02x73k6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0422v0
/m/018yj6	/people/person/religion	/m/0c8wxp
/m/035yn8	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06qd3
/m/06mkj	/location/country/form_of_government	/m/01q20
/m/0443y3	/people/person/religion	/m/0c8wxp
/m/02jfc	/education/field_of_study/students_majoring./education/education/major_field_of_study	/m/06mq7
/m/07s9rl0	/media_common/netflix_genre/titles	/m/06kl78
/m/0btpx	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0hvb2
/m/017dpj	/people/person/places_lived./people/place_lived/location	/m/03s0w
/m/0163zw	/music/genre/artists	/m/04mx7s
/m/039crh	/people/person/place_of_birth	/m/0c_m3
/m/02nt3d	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/02ntb8
/m/01ypc	/sports/sports_team/colors	/m/019sc
/m/08hsww	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05p92jn
/m/099ck7	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04165w
/m/027ht3n	/people/person/gender	/m/02zsn
/m/01_x6v	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/06y_n
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/05hz6_
/m/051m56	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05sq20
/m/02w7gg	/people/ethnicity/people	/m/01fkv0
/m/0symg	/film/film/genre	/m/0219x_
/m/01pjr7	/film/actor/film./film/performance/film	/m/02x8fs
/m/01by1l	/award/award_category/winners./award/award_honor/award_winner	/m/018x3
/m/06mkj	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0l6ny
/m/0329r5	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/075q_
/m/03yvf2	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06npd
/m/0g5qs2k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03spz
/m/0f4x7	/award/award_category/winners./award/award_honor/ceremony	/m/0c4hgj
/m/054k_8	/people/person/profession	/m/01tkqy
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0cq7kw
/m/03t5n3	/award/award_category/winners./award/award_honor/ceremony	/m/02cg41
/m/03rrdb	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/0z1l8	/location/hud_county_place/place	/m/0z1l8
/m/0pqc5	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/0qpjt
/m/0l14md	/music/performance_role/regular_performances./music/group_membership/role	/m/0myk8
/m/0bv8h2	/film/film/genre	/m/07s9rl0
/m/04rrd	/location/location/contains	/m/0cv1w
/m/0cc97st	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/04gcyg	/film/film/genre	/m/060__y
/m/0l14qv	/music/instrument/instrumentalists	/m/0161sp
/m/01p4vl	/people/person/place_of_birth	/m/0t0n5
/m/05gp3x	/people/person/profession	/m/03gjzk
/m/01c65z	/people/person/places_lived./people/place_lived/location	/m/04p3c
/m/011ydl	/film/film/genre	/m/05p553
/m/01jfsb	/media_common/netflix_genre/titles	/m/09gdm7q
/m/0l14j_	/music/performance_role/track_performances./music/track_contribution/role	/m/02bxd
/m/021bk	/music/group_member/membership./music/group_membership/role	/m/042v_gx
/m/03cwqpm	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/015y3j	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01zc2w
/m/07lnk	/music/genre/artists	/m/01v_pj6
/m/0p5wz	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01mkq
/m/0bj9k	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0jsf6
/m/01jfsb	/media_common/netflix_genre/titles	/m/05ch98
/m/07s9rl0	/media_common/netflix_genre/titles	/m/02d49z
/m/0ds1glg	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/087c7	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/0d060g
/m/0bg539	/film/actor/film./film/performance/film	/m/03h4fq7
/m/01kwh5j	/people/person/gender	/m/02zsn
/m/0jdr0	/film/film/genre	/m/060__y
/m/0d8c4	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/01n7q
/m/01gc7	/film/film/language	/m/064_8sq
/m/07ghq	/film/film/written_by	/m/03_gd
/m/02211by	/dataworld/gardening_hint/split_to	/m/02211by
/m/023zsh	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	/m/05krk
/m/024dw0	/music/artist/track_contributions./music/track_contribution/role	/m/026t6
/m/0f0qfz	/music/artist/contribution./music/recording_contribution/performance_role	/m/0l14qv
/m/01tj34	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01fkv0
/m/01nm3s	/film/actor/film./film/performance/film	/m/01vfqh
/m/043zg	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f716
/m/05ldnp	/people/person/profession	/m/02jknp
/m/02k856	/music/performance_role/track_performances./music/track_contribution/role	/m/01dnws
/m/02b9g4	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/m/01dw4q
/m/01wg6y	/music/artist/track_contributions./music/track_contribution/role	/m/0l14qv
/m/07_s4b	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/m/07c72
/m/05kfs	/people/person/profession	/m/02jknp
/m/0j6b5	/film/film/language	/m/03_9r
/m/0l_dv	/people/person/profession	/m/0cbd2
/m/01bv8b	/award/award_winning_work/awards_won./award/award_honor/award	/m/09qj50
/m/03d1y3	/people/deceased_person/place_of_death	/m/030qb3t
/m/02mxw0	/film/actor/film./film/performance/film	/m/0d_wms
/m/02fp3	/sports/sports_team/colors	/m/083jv
/m/0690ct	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/01cd7p	/award/award_category/winners./award/award_honor/award_winner	/m/05jm7
/m/09ly2r6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/09gq0x5
/m/02dwj	/film/film/genre	/m/05p553
/m/044bn	/people/deceased_person/place_of_death	/m/030qb3t
/m/021pqy	/award/award_winning_work/awards_won./award/award_honor/award	/m/03r8tl
/m/0bbw2z6	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/089fss
/m/05f4m9q	/award/award_category/nominees./award/award_nomination/nominated_for	/m/06bd5j
/m/01vwyqp	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f6ym
/m/0vzm	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/0ll3
/m/05gm16l	/education/educational_institution/colors	/m/038hg
/m/02p8454	/education/educational_institution_campus/educational_institution	/m/02p8454
/m/0243cq	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/015h31
/m/0jmhr	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/025v3k
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/02b1k5
/m/02rk45	/people/person/profession	/m/018gz8
/m/03mfqm	/people/person/place_of_birth	/m/0kf9p
/m/0czmk1	/soccer/football_player/current_team./sports/sports_team_roster/team	/m/023fb
/m/019n7x	/people/person/place_of_birth	/m/06_kh
/m/07s9rl0	/media_common/netflix_genre/titles	/m/016kv6
/m/041bnw	/music/record_label/artist	/m/01hgwkr
/m/0c3jz	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02s2ft
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0fgpvf
/m/05qd_	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/08fn5b
/m/01qd_r	/education/educational_institution_campus/educational_institution	/m/01qd_r
/m/01nhkxp	/music/artist/track_contributions./music/track_contribution/role	/m/01vj9c
/m/0879bpq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/0c0nhgv	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d060g
/m/027r8p	/film/actor/film./film/performance/film	/m/0422v0
/m/0dc_ms	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06qd3
/m/0134wr	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05_swj
/m/065y4w7	/education/educational_institution/students_graduates./education/education/student	/m/04wp63
/m/01c1px	/people/deceased_person/place_of_death	/m/030qb3t
/m/04tng0	/film/film/genre	/m/07s9rl0
/m/02y0js	/people/cause_of_death/people	/m/0hgqq
/m/06b0d2	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01dw4q
/m/0htlr	/people/person/profession	/m/02krf9
/m/04njml	/award/award_category/winners./award/award_honor/award_winner	/m/01jrvr6
/m/016xk5	/people/person/profession	/m/0cbd2
/m/02l840	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01cky2
/m/03gwpw2	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/03m6_z
/m/03qnvdl	/dataworld/gardening_hint/split_to	/m/03qnvdl
/m/051vz	/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	/m/03c6sl9
/m/02z2xdf	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02q_cc
/m/01by1l	/award/award_category/winners./award/award_honor/ceremony	/m/05pd94v
/m/02qvgy	/sports/sports_position/players./sports/sports_team_roster/team	/m/02r7lqg
/m/0pqzh	/influence/influence_node/influenced_by	/m/02kz_
/m/0jwl2	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/083wr9
/m/030b93	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/037gjc
/m/0k3gj	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/0315q3	/people/person/places_lived./people/place_lived/location	/m/03v0t
/m/03f0fnk	/people/person/profession	/m/0nbcg
/m/04ngn	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/02ppm4q	/award/award_category/nominees./award/award_nomination/nominated_for	/m/07j8r
/m/05fly	/base/aareas/schema/administrative_area/administrative_parent	/m/0chghy
/m/02fqrf	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/02k54
/m/025v3k	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/02mgp
/m/01p4wv	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/01p4vl
/m/0bwfn	/education/educational_institution/students_graduates./education/education/student	/m/03193l
/m/01pbs9w	/award/award_nominee/award_nominations./award/award_nomination/award	/m/054krc
/m/07hhnl	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0h3k3f
/m/0jdk_	/olympics/olympic_games/participating_countries	/m/0chghy
/m/04jhp	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01mkq
/m/0crh5_f	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/09k2t1	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/07ss8_
/m/05ft32	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/015fr
/m/01vj9c	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14j_
/m/02b1k5	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/01fcmh
/m/0ftlxj	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/04tng0
/m/0fm3nb	/award/award_category/winners./award/award_honor/award_winner	/m/037w7r
/m/01_f_5	/film/actor/film./film/performance/film	/m/01rnly
/m/07q1v4	/award/award_nominee/award_nominations./award/award_nomination/award	/m/054krc
/m/09f2j	/education/educational_institution/students_graduates./education/education/student	/m/01nr36
/m/07s8qm7	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/064t9	/music/genre/artists	/m/02jyhv
/m/0dgpwnk	/film/film/genre	/m/05p553
/m/0pz91	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05ztrmj
/m/02fj8n	/film/film/production_companies	/m/0c_j5d
/m/017510	/music/genre/artists	/m/0411q
/m/017g21	/music/group_member/membership./music/group_membership/role	/m/0l14qv
/m/0bx0l	/award/award_winning_work/awards_won./award/award_honor/award	/m/040njc
