entity	attribute	value
/m/01_2n	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	20
/m/01_2n	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	30
/m/01_2n	http://rdf.freebase.com/ns/tv.tv_program.tvrage_id	3140
/m/01_2n	http://rdf.freebase.com/ns/tv.tv_program.thetvdb_id	71565
/m/0bkq7	http://rdf.freebase.com/ns/film.film.initial_release_date	1947
/m/0bkq7	http://rdf.freebase.com/ns/film.film.netflix_id	537288
/m/0jjy0	http://rdf.freebase.com/ns/film.film.netflix_id	60023613
/m/0jjy0	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	62
/m/02b1yn	http://rdf.freebase.com/ns/sports.sports_team.founded	1910
/m/0dg3n1	http://rdf.freebase.com/ns/location.location.area	30221532.0
/m/027jk	http://rdf.freebase.com/ns/location.location.area	23000.0
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	114963
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	140459
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	94200
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	834036
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	83636
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	872932
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	169374
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	277750
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	131401
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	787544
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	375041
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	424227
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	776585
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	486555
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	560124
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	663999
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	699922
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	248710
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	524393
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	190560
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	687897
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	107584
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	224244
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	149887
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	722887
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	798690
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	641900
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	100622
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	122866
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	159667
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	179224
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	205197
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	308385
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	336479
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	359247
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	385184
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	393443
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	405229
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	451942
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	589924
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	612589
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	629373
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	652793
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	675891
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	711652
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	733732
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	744434
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	755085
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	765776
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	810100
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	810179
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	821865
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	846646
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	859652
/m/027jk	http://rdf.freebase.com/ns/topic_server.population_number	88499
/m/027jk	http://rdf.freebase.com/ns/location.country.calling_code	253
/m/027jk	http://rdf.freebase.com/ns/location.country.iso_numeric	262
/m/0r3wm	http://rdf.freebase.com/ns/location.location.area	210.941
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	290086
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	251635
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	255166
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	254691
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	285615
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	258427
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	290601
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	303871
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	284960
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	250120
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	293207
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	231053
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	272814
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	235131
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	312747
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	309705
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	259581
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	316619
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	288152
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	266378
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	279306
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	313673
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	240376
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	295357
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	297841
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	305549
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	265721
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	243974
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	247882
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	321786
/m/0r3wm	http://rdf.freebase.com/ns/topic_server.population_number	294437
/m/0r3wm	http://rdf.freebase.com/ns/location.location.gnis_feature_id	1661315
/m/0r3wm	http://rdf.freebase.com/ns/location.hud_county_place.countyplace_id	063048
/m/0r3wm	http://rdf.freebase.com/ns/user.brendan.default_domain.top_architectural_city.structure_count	1
/m/012ycy	http://rdf.freebase.com/ns/people.person.height_meters	1.7526
/m/02f_k_	http://rdf.freebase.com/ns/people.person.height_meters	1.83
/m/0dfw0	http://rdf.freebase.com/ns/film.film.netflix_id	60001814
/m/064q5v	http://rdf.freebase.com/ns/film.film.netflix_id	70021127
/m/064q5v	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	85
/m/0jdhp	http://rdf.freebase.com/ns/people.person.height_meters	1.651
/m/02vy5j	http://rdf.freebase.com/ns/people.person.height_meters	1.854
/m/04sylm	http://rdf.freebase.com/ns/organization.organization.date_founded	1917
/m/0212mp	http://rdf.freebase.com/ns/sports.sports_team.founded	1882
/m/021lby	http://rdf.freebase.com/ns/people.person.height_meters	1.87
/m/09ntbc	http://rdf.freebase.com/ns/people.person.height_meters	1.77
/m/09ntbc	http://rdf.freebase.com/ns/people.person.weight_kg	76.0
/m/03rz4	http://rdf.freebase.com/ns/location.location.area	73556000.0
/m/03rz4	http://rdf.freebase.com/ns/geography.body_of_water.mean_depth	3890.0
/m/03rz4	http://rdf.freebase.com/ns/geography.body_of_water.depth	8047.0
/m/01lf293	http://rdf.freebase.com/ns/music.artist.active_start	1967
/m/0170s4	http://rdf.freebase.com/ns/people.person.height_meters	1.78
/m/03f7nt	http://rdf.freebase.com/ns/film.film.netflix_id	60036246
/m/03f7nt	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	77
/m/041c4	http://rdf.freebase.com/ns/people.person.height_meters	1.96
/m/01sgmd	http://rdf.freebase.com/ns/location.location.area	488.1
/m/01sgmd	http://rdf.freebase.com/ns/topic_server.population_number	139693
/m/01sgmd	http://rdf.freebase.com/ns/topic_server.population_number	142124
/m/0f5kw7	http://rdf.freebase.com/ns/sports.sports_team.founded	1961
/m/02vqsll	http://rdf.freebase.com/ns/film.film.netflix_id	70099617
/m/02vqsll	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	85
/m/01k53x	http://rdf.freebase.com/ns/people.person.height_meters	1.8
/m/01ps2h8	http://rdf.freebase.com/ns/people.person.height_meters	1.803
/m/01ps2h8	http://rdf.freebase.com/ns/base.popstra.sww_base.heat	50
/m/01ps2h8	http://rdf.freebase.com/ns/base.popstra.sww_base.interest	80
/m/07gdw	http://rdf.freebase.com/ns/location.location.area	117.14
/m/045g4l	http://rdf.freebase.com/ns/people.person.height_meters	1.65
/m/02825nf	http://rdf.freebase.com/ns/film.film.netflix_id	70098329
/m/02825nf	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	69
/m/0161c	http://rdf.freebase.com/ns/location.location.area	765.3
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	173107
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1332171
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	698749
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	342829
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	563730
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	182774
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	178048
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	206469
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	640913
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	200953
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	522751
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	535711
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	187348
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	220808
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	359902
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	213102
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	229588
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	196203
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	239860
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	303236
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	266686
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	167924
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	385950
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	449006
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	579697
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1234571
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	407223
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	772058
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	252139
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	283843
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	162501
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1317827
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	323511
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	732541
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	419425
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1343000
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	433491
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	191782
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	549170
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1292764
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	495944
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	597400
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	879534
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	509645
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1116038
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	481142
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	396447
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	820505
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	374125
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	465254
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	668239
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1251513
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	617537
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1032353
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	1191539
/m/0161c	http://rdf.freebase.com/ns/topic_server.population_number	950951
/m/0161c	http://rdf.freebase.com/ns/location.country.calling_code	973
/m/0161c	http://rdf.freebase.com/ns/location.country.iso_numeric	048
/m/02mzg9	http://rdf.freebase.com/ns/organization.organization.date_founded	1864
/m/0jnmj	http://rdf.freebase.com/ns/sports.sports_team.founded	1972
/m/03sww	http://rdf.freebase.com/ns/people.person.height_meters	1.8
/m/0h25	http://rdf.freebase.com/ns/people.person.height_meters	1.57
/m/0h25	http://rdf.freebase.com/ns/people.person.quotationsbook_id	5982
/m/02v49c	http://rdf.freebase.com/ns/people.person.height_meters	1.78
/m/02l6dy	http://rdf.freebase.com/ns/people.person.height_meters	1.676
/m/0253b6	http://rdf.freebase.com/ns/people.person.height_meters	1.73
/m/01npcx	http://rdf.freebase.com/ns/film.film.netflix_id	22040803
/m/01npcx	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	54
/m/0p8r1	http://rdf.freebase.com/ns/people.person.height_meters	1.75
/m/07tp2	http://rdf.freebase.com/ns/location.location.area	236040.0
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	37873253
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	22780451
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	17534839
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	18788440
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	23507800
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	12178512
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	20740726
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	21407693
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	10533820
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	14661481
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	15736176
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	9162794
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	9720388
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	26838428
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	10256553
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	25088033
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	16922648
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	6788211
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	36824000
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	13738114
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	15180721
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	9446024
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	8580647
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	7746181
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	12930714
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	7487412
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	8292751
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	13324390
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	25943441
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	22084527
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	30728747
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	16320417
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	8872890
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	7006629
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	29711397
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	20081152
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	35148064
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	8014376
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	36345860
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	10827097
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	27766986
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	19430461
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	11818135
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	18156095
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	31778799
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	11470628
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	12549779
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	28724869
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	24275641
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	7240155
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	11139632
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	9988441
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	14181630
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	33987213
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	32864328
/m/07tp2	http://rdf.freebase.com/ns/topic_server.population_number	37578876
/m/07tp2	http://rdf.freebase.com/ns/location.country.calling_code	256
/m/07tp2	http://rdf.freebase.com/ns/location.country.iso_numeric	800
/m/03ym73	http://rdf.freebase.com/ns/sports.sports_team.founded	1921
/m/09bjv	http://rdf.freebase.com/ns/location.location.area	20.0
/m/09bjv	http://rdf.freebase.com/ns/topic_server.population_number	361366
/m/09bjv	http://rdf.freebase.com/ns/topic_server.population_number	474870
/m/01pcj4	http://rdf.freebase.com/ns/organization.organization.date_founded	1860
/m/09jm8	http://rdf.freebase.com/ns/music.artist.active_end	1991
/m/09jm8	http://rdf.freebase.com/ns/music.artist.active_start	1985
/m/01fx4k	http://rdf.freebase.com/ns/film.film.netflix_id	60011591
/m/015p3p	http://rdf.freebase.com/ns/people.person.height_meters	1.727
/m/03772	http://rdf.freebase.com/ns/people.person.height_meters	1.68
/m/0pgm3	http://rdf.freebase.com/ns/people.person.height_meters	1.83
/m/01cyjx	http://rdf.freebase.com/ns/people.person.height_meters	1.6
/m/01mh8zn	http://rdf.freebase.com/ns/people.person.height_meters	1.83
/m/0272vm	http://rdf.freebase.com/ns/sports.sports_team.founded	1882
/m/01g4bk	http://rdf.freebase.com/ns/people.person.height_meters	1.65
/m/01jmv8	http://rdf.freebase.com/ns/people.person.height_meters	1.65
/m/0nhr5	http://rdf.freebase.com/ns/location.location.area	1517.73303266
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	357906
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	241271
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	158963
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	207632
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	368205
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	184525
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	255030
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	277866
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	144211
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	221244
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	396500
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	213995
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	350520
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	194279
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	381256
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	165936
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	371955
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	150429
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	140686
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	179885
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	204814
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	393528
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	319218
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	385604
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	363622
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	228968
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	402029
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	166902
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	390284
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	190574
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	305852
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	175758
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	265585
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	408509
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	343231
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	200120
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	376747
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	286916
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	296694
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	311008
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	328159
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	335640
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	399151
/m/0nhr5	http://rdf.freebase.com/ns/topic_server.population_number	404937
/m/0nhr5	http://rdf.freebase.com/ns/location.statistical_region.hud_id	2703799999
/m/0ws0h	http://rdf.freebase.com/ns/location.location.area	71.7426706563
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	34373
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	36026
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	41731
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	45606
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	34400
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	33203
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	44446
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	38063
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	45169
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	40595
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	35355
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	42844
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	41404
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	33513
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	42453
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	36708
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	37637
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	35614
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	39685
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	38773
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	44252
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	43278
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	33936
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	44168
/m/0ws0h	http://rdf.freebase.com/ns/topic_server.population_number	43841
/m/0ws0h	http://rdf.freebase.com/ns/location.location.gnis_feature_id	670711
/m/0ws0h	http://rdf.freebase.com/ns/location.hud_county_place.countyplace_id	2815129180
/m/01y9pk	http://rdf.freebase.com/ns/organization.organization.date_founded	1857
/m/01kgg9	http://rdf.freebase.com/ns/people.person.height_meters	1.6
/m/03d29b	http://rdf.freebase.com/ns/people.person.height_meters	1.62
/m/041pnt	http://rdf.freebase.com/ns/organization.organization.date_founded	1872
/m/01520h	http://rdf.freebase.com/ns/people.person.height_meters	1.65
/m/02ywwy	http://rdf.freebase.com/ns/film.film.netflix_id	5670374
/m/06gst	http://rdf.freebase.com/ns/organization.organization.date_founded	1919
/m/06gst	http://rdf.freebase.com/ns/business.defunct_company.ceased_operations	1986
/m/04lh6	http://rdf.freebase.com/ns/location.location.area	111.84
/m/04lh6	http://rdf.freebase.com/ns/location.dated_location.date_founded	1207
/m/04lh6	http://rdf.freebase.com/ns/location.location.gns_ufi	6077609
/m/0d99m	http://rdf.freebase.com/ns/location.location.area	92.0
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	209880
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	206438
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	213594
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	210643
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	211825
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	208938
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	206192
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	212463
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	210985
/m/0d99m	http://rdf.freebase.com/ns/topic_server.population_number	204870
/m/031q3w	http://rdf.freebase.com/ns/organization.organization.date_founded	1887
/m/0l8g0	http://rdf.freebase.com/ns/music.artist.active_start	1983
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.number_of_seasons	9
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	22
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	30
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.number_of_episodes	210
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.tvrage_id	3466
/m/01bv8b	http://rdf.freebase.com/ns/tv.tv_program.thetvdb_id	73663
/m/01bv8b	http://rdf.freebase.com/ns/user.robert.default_domain.rated_tv_program.ew_rating	77
/m/01lsl	http://rdf.freebase.com/ns/film.film.netflix_id	60000605
